Season,Team,POS,PLAYER,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,player_strength
2017,Pune,5,Shardul Thakur,12,12,38.1,315,11,0,28.63,8.25,20.81,0,0,170.3121212
2017,Pune,6,Washington Sundar,11,10,30,185,8,0,23.12,6.16,22.5,0,0,200.3376623
2017,Pune,7,Adam Zampa,6,6,19.5,163,7,0,23.28,8.21,17,0,0,148.3026797
2017,Pune,8,Lockie Ferguson,4,4,13,93,3,0,31,7.15,26,0,0,155.8601399
2017,Pune,9,Rajat Bhatia,3,3,7,55,2,0,27.5,7.85,21,0,0,136.388535
2017,Pune,10,Rahul Chahar,3,2,7,58,2,0,29,8.28,21,0,0,129.7729469
2017,Pune,11,Deepak Chahar,3,3,7,74,1,0,74,10.57,42,0,0,102.6073794
2017,Pune,12,Ashok Dinda,3,3,10,119,1,0,119,11.9,60,0,0,95.03361345
2017,Pune,13,Rahul Tripathi,14,1,1,12,0,0,50,12,-,0,0,84.33333333
2017,RCB,1,PawanNegi,12,12,32.1,197,16,0,12.31,6.12,12.06,0,0,211.4986928
2017,RCB,2,Yuzvendra Chahal,13,13,43.3,333,14,0,23.78,7.65,18.64,0,0,188.0189542
2017,RCB,3,Samuel Badree,7,7,25,188,9,0,20.88,7.52,16.66,1,0,166.9787234
2017,RCB,4,Aniket Choudhary,5,5,16.5,144,5,0,28.8,8.55,20.2,0,0,138.4590643
2017,RCB,5,Tymal Mills,5,5,17.5,153,5,0,30.6,8.57,21.4,0,0,139.1861144
2017,RCB,6,Sreenath Aravind,10,10,30.3,275,5,0,55,9.01,36.6,0,0,146.2877913
2017,RCB,7,Shane Watson,8,8,26.5,245,5,0,49,9.13,32.2,0,0,141.0290252
2017,RCB,8,Stuart Binny,8,4,6,50,4,0,12.5,8.33,9,0,0,130.0480192
2017,RCB,9,Adam Milne,4,4,14,134,3,0,44.66,9.57,28,0,0,121.4932079
2017,RCB,10,Harshal Patel,1,1,4,43,3,0,14.33,10.75,8,0,0,100.0232558
2017,RCB,11,Billy Stanlake,2,2,8,70,2,0,35,8.75,24,0,0,124.2857143
2017,RCB,12,Travis Head,7,5,8,81,2,0,40.5,10.12,24,0,0,108.8142292
2017,RCB,13,Iqbal Abdulla,2,2,5,55,2,0,27.5,11,15,0,0,97.90909091
2017,RCB,14,Avesh Khan,1,1,4,23,1,0,23,5.75,24,0,0,178.9130435
2017,Hyderabad,1,BhuvneshwarKumar,14,14,52.2,369,26,0,14.19,7.05,12.07,0,1,220.0439716
2017,Hyderabad,2,Rashid Khan,14,14,54,358,17,0,21.05,6.62,19.05,0,0,222.0574018
2017,Hyderabad,3,Siddarth Kaul,10,10,35.4,300,16,0,18.75,8.41,13.37,1,0,170.3060642
2017,Hyderabad,4,Mohammed Siraj,6,6,23,212,10,0,21.2,9.21,13.8,1,0,141.577633
2017,Hyderabad,5,Ashish Nehra,6,6,21.1,197,8,0,24.62,9.3,15.87,0,0,136.6268817
2017,Hyderabad,6,Bipul Sharma,7,7,16.2,129,3,0,43,7.89,32.66,0,0,145.9427123
2017,Hyderabad,7,Mohammad Nabi,3,3,11,58,2,0,29,5.27,33,0,0,202.7533207
2017,Hyderabad,8,Deepak Hooda,10,3,4,42,2,0,21,10.5,12,0,0,101.2380952
2017,Hyderabad,9,Chris Jordan,1,1,1,9,1,0,9,9,6,0,0,113.1111111
2017,Hyderabad,10,Ben Cutting,4,4,12.4,123,1,0,123,9.71,76,0,0,116.3866117
2017,Hyderabad,11,Moises Henriques,12,12,24,248,1,0,248,10.33,144,0,0,121.8054211
2017,Hyderabad,12,Yuvraj Singh,12,2,2,22,1,0,22,11,12,0,0,93.90909091
2017,Hyderabad,13,Mustafizur Rahman,1,1,2.4,34,0,0,50,12.75,-,0,0,80.83137255
2016,Delhi,1,ChrisMorris,12,12,44,308,13,0,23.69,7,20.3,0,0,199.8571429
2016,Delhi,2,Amit Mishra,14,14,46,344,13,0,26.46,7.47,21.23,1,0,192.8688086
2016,Delhi,3,Zaheer Khan,12,12,43.4,337,10,0,33.7,7.71,26.2,0,0,183.1016861
2016,Delhi,4,Carlos Brathwaite,8,8,23.1,189,7,0,27,8.15,19.85,0,0,152.7993865
2016,Delhi,5,Imran Tahir,4,4,16,138,5,0,27.6,8.62,19.2,0,0,137.0092807
2016,Delhi,6,Mohammad Shami,8,8,25.1,244,5,0,48.8,9.69,30.2,0,0,133.2991744
2016,Delhi,7,Nathan Coulter-Nile,4,4,15,114,3,0,38,7.6,30,0,0,149.5789474
2016,Delhi,8,Jayant Yadav,5,5,17,125,2,0,62.5,7.35,51,0,0,155.0544218
2016,Delhi,9,JP Duminy,10,5,7,55,2,0,27.5,7.85,21,0,0,136.388535
2016,Delhi,10,Shahbaz Nadeem,4,4,15,127,2,0,63.5,8.46,45,0,0,135.2033097
2016,Delhi,11,Pawan Negi,8,5,9,84,1,0,84,9.33,54,0,0,117.1811361
2016,Gujarat,1,DhawalKulkarni,14,14,49,364,18,0,20.22,7.42,16.33,1,0,201.7708895
2016,Gujarat,2,Dwayne Bravo,15,15,56,494,17,0,29.05,8.82,19.76,1,0,186.3786848
2016,Gujarat,3,Praveen Kumar,16,16,51.3,401,9,0,44.55,7.78,34.33,0,0,188.8347044
2016,Gujarat,4,Ravindra Jadeja,15,14,40.1,311,8,0,38.87,7.74,30.12,0,0,177.2989664
2016,Gujarat,5,Dwayne Smith,12,8,18,153,8,0,19.12,8.5,13.5,1,0,143.6470588
2016,Gujarat,6,Shivil Kaushik,7,7,23,192,6,0,32,8.34,23,0,0,148.9040767
2016,Gujarat,7,Pravin Tambe,7,7,16,143,5,0,28.6,8.93,19.2,0,0,132.9820829
2016,Gujarat,8,Shadab Jakati,6,6,20,178,2,0,89,8.9,60,0,0,134.3595506
2016,Gujarat,9,James Faulkner,7,7,17,167,2,0,83.5,9.82,51,0,0,120.8329939
2016,Gujarat,10,Suresh Raina,15,4,10,82,0,0,50,8.2,-,0,0,131.9512195
2016,Gujarat,11,Dale Steyn,1,1,2,17,0,0,50,8.5,-,0,0,119.6470588
2016,Punjab,1,SandeepSharma,14,14,50,366,15,0,24.4,7.32,20,0,0,201.6120219
2016,Punjab,2,Axar Patel,14,14,47.5,388,13,0,29.84,8.11,22.07,1,0,183.8045623
2016,Punjab,3,Mohit Sharma,14,14,48.3,407,13,0,31.3,8.39,22.38,0,0,180.4895113
2016,Punjab,4,Marcus Stoinis,7,7,23,194,8,0,24.25,8.43,17.25,1,0,149.623962
2016,Punjab,5,Pradeep Sahu,5,5,17.3,146,3,0,48.66,8.34,35,0,0,140.2040767
2016,Punjab,6,KC Cariappa,5,5,17,159,3,0,53,9.35,34,0,0,126.9518717
2016,Punjab,7,Gurkeerat Mann Singh,7,3,4,31,2,0,15.5,7.75,12,0,0,135.0322581
2016,Punjab,8,Rishi Dhawan,2,2,7,56,2,0,28,8,21,0,0,134
2016,Punjab,9,Mitchell Johnson,3,3,11,106,2,0,53,9.63,33,0,0,116.8421599
2016,Punjab,10,Kyle Abbott,5,5,16,177,2,0,88.5,11.06,48,0,0,108.4159132
2016,Punjab,11,Anureet Singh,2,2,6,43,0,0,50,7.16,-,0,0,145.6648045
2016,Punjab,12,Murali Vijay,14,1,1,8,0,0,50,8,-,0,0,126
2016,Punjab,13,Glenn Maxwell,11,7,9,80,0,0,50,8.88,-,0,0,121.6126126
2016,Punjab,14,Swapnil Singh,1,1,3,29,0,0,50,9.66,-,0,0,106.5196687
2016,Kolkata,1,SandeepSharma,14,14,50,366,15,0,24.4,7.32,20,0,0,201.6120219
2016,Kolkata,2,Axar Patel,14,14,47.5,388,13,0,29.84,8.11,22.07,1,0,183.8045623
2016,Kolkata,3,Mohit Sharma,14,14,48.3,407,13,0,31.3,8.39,22.38,0,0,180.4895113
2016,Kolkata,4,Marcus Stoinis,7,7,23,194,8,0,24.25,8.43,17.25,1,0,149.623962
2016,Kolkata,5,Pradeep Sahu,5,5,17.3,146,3,0,48.66,8.34,35,0,0,140.2040767
2016,Kolkata,6,KC Cariappa,5,5,17,159,3,0,53,9.35,34,0,0,126.9518717
2016,Kolkata,7,Gurkeerat Mann Singh,7,3,4,31,2,0,15.5,7.75,12,0,0,135.0322581
2016,Kolkata,8,Rishi Dhawan,2,2,7,56,2,0,28,8,21,0,0,134
2016,Kolkata,9,Mitchell Johnson,3,3,11,106,2,0,53,9.63,33,0,0,116.8421599
2016,Kolkata,10,Kyle Abbott,5,5,16,177,2,0,88.5,11.06,48,0,0,108.4159132
2016,Kolkata,11,Anureet Singh,2,2,6,43,0,0,50,7.16,-,0,0,145.6648045
2016,Kolkata,12,Murali Vijay,14,1,1,8,0,0,50,8,-,0,0,126
2016,Kolkata,13,Glenn Maxwell,11,7,9,80,0,0,50,8.88,-,0,0,121.6126126
2016,Kolkata,14,Swapnil Singh,1,1,3,29,0,0,50,9.66,-,0,0,106.5196687
2016,Mumbai,1,MitchellMcClenaghan,14,14,53.2,436,17,0,25.64,8.17,18.82,1,0,192.5990208
2016,Mumbai,2,Jasprit Bumrah,14,14,52,406,15,0,27.06,7.8,20.8,0,0,195.2051282
2016,Mumbai,3,Tim Southee,11,11,43,329,9,0,36.55,7.65,28.66,0,0,182.7189542
2016,Mumbai,4,Harbhajan Singh,14,14,49,392,9,0,43.55,8,32.66,0,0,183
2016,Mumbai,5,Krunal Pandya,12,11,31.1,236,6,0,39.33,7.57,31.16,0,0,169.2003963
2016,Mumbai,6,Vinay Kumar,3,3,9,64,3,0,21.33,7.11,18,0,0,152.6469761
2016,Mumbai,7,Hardik Pandya,11,10,16.4,153,3,0,51,9.18,33.33,0,0,128.3324619
2016,Mumbai,8,Nitish Rana,4,1,1,3,0,0,50,3,-,0,0,334.3333333
2016,Mumbai,9,Shreyas Gopal,1,1,3,18,0,0,50,6,-,0,0,169.6666667
2016,Pune,1,AdamZampa,5,5,17,115,12,0,9.58,6.76,8.5,0,1,176.9289941
2016,Pune,2,Ashok Dinda,9,9,30.3,231,11,0,21,7.57,16.63,0,0,173.4003963
2016,Pune,3,Ravichandran Ashwin,14,14,44,319,10,0,31.9,7.25,26.4,1,0,191.9310345
2016,Pune,4,Thisara Perera,12,11,33.1,326,9,0,36.22,9.82,22.11,0,0,143.9329939
2016,Pune,5,Murugan Ashwin,10,10,28.3,241,7,0,34.42,8.45,24.42,0,0,153.6431953
2016,Pune,6,Rajat Bhatia,10,10,34,244,6,0,40.66,7.17,34,0,0,179.4700139
2016,Pune,7,Mitchell Marsh,3,3,9,45,4,0,11.25,5,13.5,0,0,213
2016,Pune,8,RP Singh,4,4,12,111,3,0,37,9.25,24,0,0,123.1081081
2016,Pune,9,Ishant Sharma,4,4,15,148,3,0,49.33,9.86,30,0,0,119.4198783
2016,Pune,10,Scott Boland,2,2,7,54,2,0,27,7.71,21,0,0,138.7016861
2016,Pune,11,Albie Morkel,2,2,5,66,2,0,33,13.2,15,0,0,82.75757576
2016,Pune,12,Ankit Sharma,3,3,11,84,1,0,84,7.63,66,0,0,143.061599
2016,Pune,13,Irfan Pathan,4,3,8,61,0,0,50,7.62,-,0,0,139.2335958
2016,Pune,14,Deepak Chahar,2,2,5,41,0,0,50,8.2,-,0,0,126.9512195
2016,RCB,1,YuzvendraChahal,13,13,49.1,401,21,0,19.09,8.15,14.04,1,0,192.7993865
2016,RCB,2,Shane Watson,16,16,56.3,485,20,0,24.25,8.58,16.95,1,0,192.8501166
2016,RCB,3,Sreenath Aravind,9,9,29.1,216,11,0,19.63,7.4,15.9,0,0,175.2351351
2016,RCB,4,Chris Jordan,9,9,28,258,11,0,23.45,9.21,15.27,1,0,147.577633
2016,RCB,5,Kane Richardson,4,4,14,136,7,0,19.42,9.71,12,0,0,123.9866117
2016,RCB,6,Iqbal Abdulla,8,8,25,213,6,0,35.5,8.52,25,0,0,148.370892
2016,RCB,7,Tabraiz Shamsi,4,4,16,147,3,0,49,9.18,32,0,0,127.9324619
2016,RCB,8,Sachin Baby,11,2,1.4,8,2,0,4,4.8,5,0,0,211.7333333
2016,RCB,9,Chris Gayle,10,4,10,63,2,0,31.5,6.3,30,0,0,170.7301587
2016,RCB,10,Varun Aaron,8,8,23.4,227,2,0,113.5,9.59,71,0,0,129.6752868
2016,RCB,11,Stuart Binny,14,11,17,134,1,0,134,7.88,102,0,0,144.9035533
2016,RCB,12,Parveez Rasool,4,4,14,129,1,0,129,9.21,84,0,0,123.577633
2016,RCB,13,Harshal Patel,5,5,14,147,1,0,147,10.5,84,0,0,110.2380952
2016,RCB,14,Adam Milne,1,1,4,43,1,0,43,10.75,24,0,0,98.02325581
2016,Hyderabad,1,BhuvneshwarKumar,17,17,66,490,23,0,21.3,7.42,17.21,1,0,223.7708895
2016,Hyderabad,2,Mustafizur Rahman,16,16,61,421,17,0,24.76,6.9,21.52,0,0,222.9275362
2016,Hyderabad,3,Barinder Sran,14,14,49.3,413,14,0,29.5,8.34,21.21,0,0,183.2040767
2016,Hyderabad,4,Moises Henriques,17,17,52,415,12,0,34.58,7.98,26,0,0,189.3132832
2016,Hyderabad,5,Ashish Nehra,8,8,26,199,9,0,22.11,7.65,17.33,0,0,165.7189542
2016,Hyderabad,6,Ben Cutting,4,4,11.1,80,5,0,16,7.16,13.4,0,0,155.7648045
2016,Hyderabad,7,Deepak Hooda,17,6,13,97,3,0,32.33,7.46,26,0,0,150.0482574
2016,Hyderabad,8,Bipul Sharma,7,6,14,121,3,0,40.33,8.64,28,0,0,132.7407407
2016,Hyderabad,9,Trent Boult,1,1,4,39,1,0,39,9.75,24,0,0,107.5641026
2016,Hyderabad,10,Ashish Reddy,4,2,3.5,39,1,0,39,10.17,23,0,0,102.8284169
2016,Hyderabad,11,Kane Williamson,6,1,1,7,0,0,50,7,-,0,0,143.8571429
2016,Hyderabad,12,Yuvraj Singh,10,5,6.1,52,0,0,50,8.43,-,0,0,124.723962
2016,Hyderabad,13,Karn Sharma,5,5,16.2,171,0,0,50,10.46,-,0,0,111.8022945
2015,CSK,1,DwayneBravo,17,16,52.2,426,26,0,16.38,8.14,12.07,0,0,201.0501229
2015,CSK,2,Ashish Nehra,16,16,62,449,22,0,20.4,7.24,16.9,1,0,222.121547
2015,CSK,3,Mohit Sharma,16,16,57,481,14,0,34.35,8.43,24.42,0,0,189.623962
2015,CSK,4,Ishwar Pandey,10,10,31,223,11,0,20.27,7.19,16.9,0,0,181.0820584
2015,CSK,5,Ravindra Jadeja,17,15,42.4,330,11,0,30,7.73,23.27,1,0,182.7661061
2015,CSK,6,Ravichandran Ashwin,14,13,39,228,10,0,22.8,5.84,23.4,0,0,220.2328767
2015,CSK,7,Pawan Negi,10,10,30,252,6,0,42,8.4,30,0,0,155.047619
2015,CSK,8,Suresh Raina,17,5,12,93,2,0,46.5,7.75,36,0,0,143.0322581
2015,CSK,9,Dwayne Smith,16,1,2,17,1,0,17,8.5,12,0,0,120.6470588
2015,CSK,10,Ronit More,2,2,5.5,59,1,0,59,10.11,35,0,0,105.4119683
2015,Delhi,1,NathanCoulter-Nile,11,11,42.3,321,15,0,21.4,7.55,17,1,0,189.7503311
2015,Delhi,2,Imran Tahir,10,10,35.3,314,15,0,20.93,8.84,14.2,1,0,163.4221719
2015,Delhi,3,Amit Mishra,12,12,40.1,310,9,0,34.44,7.71,26.77,0,0,178.8016861
2015,Delhi,4,JP Duminy,14,9,17,126,8,0,15.75,7.41,12.75,1,0,159.9527665
2015,Delhi,5,Zaheer Khan,7,7,24.1,156,7,0,22.28,6.45,20.71,0,0,186.1387597
2015,Delhi,6,Angelo Mathews,11,10,30,246,7,0,35.14,8.2,25.71,0,0,158.9512195
2015,Delhi,7,Domnic Joseph,6,6,14,101,4,0,25.25,7.21,21,0,0,156.6962552
2015,Delhi,8,Albie Morkel,4,4,12,109,3,0,36.33,9.08,24,0,0,125.1321586
2015,Delhi,9,Jayant Yadav,3,3,7,29,2,0,14.5,4.14,21,0,0,250.5458937
2015,Delhi,10,Yuvraj Singh,14,6,9,72,1,0,72,8,54,0,0,135
2015,Delhi,11,Gurinder Sandhu,3,2,8,82,1,0,82,10.25,48,0,0,106.5609756
2015,Delhi,12,Shahbaz Nadeem,4,2,7,43,0,0,50,6.14,-,0,0,169.8664495
2015,Delhi,13,Jaydev Unadkat,1,1,3,30,0,0,50,10,-,0,0,103
2015,Punjab,1,AnureetSingh,14,14,51.4,465,15,0,31,9,20.66,0,0,177.5111111
2015,Punjab,2,Sandeep Sharma,14,14,50,350,13,0,26.92,7,23.07,1,0,205.8571429
2015,Punjab,3,Axar Patel,14,14,46.4,392,13,0,30.15,8.4,21.53,0,0,178.447619
2015,Punjab,4,Mitchell Johnson,9,9,35.5,336,9,0,37.33,9.37,23.88,0,0,151.2235859
2015,Punjab,5,Beuran Hendricks,4,4,13,109,5,0,21.8,8.38,15.6,0,0,137.3317422
2015,Punjab,6,Gurkeerat Mann Singh,5,3,9,66,3,0,22,7.33,18,0,0,148.425648
2015,Punjab,7,Glenn Maxwell,11,7,10,97,2,0,48.5,9.7,30,0,0,115.0927835
2015,Punjab,8,Rishi Dhawan,5,5,12,110,1,0,110,9.16,72,0,0,122.1703057
2015,Punjab,9,Thisara Perera,2,2,6,55,1,0,55,9.16,36,0,0,116.1703057
2015,Punjab,10,Karanveer Singh,4,4,14,157,1,0,157,11.21,84,0,0,104.206066
2015,Punjab,11,Shardul Thakur,1,1,3,38,1,0,38,12.66,18,0,0,82.98894155
2015,Punjab,12,Shivam Sharma,1,1,3,44,1,0,44,14.66,18,0,0,72.21282401
2015,Punjab,13,Murali Vijay,11,2,4,28,0,0,50,7,-,0,0,146.8571429
2015,Kolkata,1,AndreRussell,13,13,40.4,324,14,0,23.14,7.96,17.42,0,0,180.0281407
2015,Kolkata,2,Piyush Chawla,13,13,35,269,11,0,24.45,7.68,19.09,1,0,176.2083333
2015,Kolkata,3,Morne Morkel,7,7,28,206,10,0,20.6,7.35,16.8,0,0,174.0544218
2015,Kolkata,4,Umesh Yadav,12,12,42,382,10,0,38.2,9.09,25.2,0,0,162.0110011
2015,Kolkata,5,Brad Hogg,6,6,21,144,9,0,16,6.85,14,1,0,175.9854015
2015,Kolkata,6,Sunil Narine,8,8,32,234,7,0,33.42,7.31,27.42,1,0,175.7989056
2015,Kolkata,7,Shakib Al Hasan,4,4,14,123,4,0,30.75,8.78,21,0,0,131.8952164
2015,Kolkata,8,Yusuf Pathan,13,5,10,97,2,0,48.5,9.7,30,0,0,115.0927835
2015,Kolkata,9,Johan Botha,4,4,10,81,1,0,81,8.1,60,0,0,134.4567901
2015,Kolkata,10,Pat Cummins,3,3,10,97,1,0,97,9.7,60,0,0,114.0927835
2015,Kolkata,11,KC Cariappa,1,1,2,28,1,0,28,14,12,0,0,74.42857143
2015,Kolkata,12,Ryan ten Doeschate,6,1,1,4,0,0,50,4,-,0,0,251
2015,Kolkata,13,Azhar Mahmood,1,1,3,41,0,0,50,13.66,-,0,0,76.20644217
2015,Mumbai,1,LasithMalinga,15,15,60,444,24,0,18.5,7.4,15,1,0,219.1351351
2015,Mumbai,2,Harbhajan Singh,15,15,57,446,18,0,24.77,7.82,19,0,0,202.8772379
2015,Mumbai,3,Mitchell McClenaghan,12,12,47,386,18,0,21.44,8.21,15.66,0,0,186.8026797
2015,Mumbai,4,Jagadeesha Suchith,13,12,39,337,10,0,33.7,8.64,23.4,0,0,164.7407407
2015,Mumbai,5,Vinay Kumar,13,13,43.3,368,7,0,52.57,8.45,37.28,0,0,168.6431953
2015,Mumbai,6,Kieron Pollard,16,8,12.4,120,3,0,40,9.47,25.33,0,0,120.9966209
2015,Mumbai,7,Jasprit Bumrah,4,4,15,184,3,0,61.33,12.26,30,0,0,99.56606852
2015,Mumbai,8,Corey Anderson,4,2,4,33,1,0,33,8.25,24,0,0,126.2121212
2015,Mumbai,9,Hardik Pandya,9,8,17,176,1,0,176,10.35,102,0,0,114.6183575
2015,Mumbai,10,Shreyas Gopal,1,1,2.1,23,1,0,23,10.61,13,0,0,97.35070688
2015,Mumbai,11,Marchant de Lange,1,1,4,30,0,0,50,7.5,-,0,0,137.3333333
2015,Mumbai,12,Pawan Suyal,3,3,10,95,0,0,50,9.5,-,0,0,115.2631579
2015,Mumbai,13,Pragyan Ojha,1,1,2,23,0,0,50,11.5,-,0,0,88.95652174
2015,Rajasthan,1,ChrisMorris,11,11,42,311,13,0,23.92,7.4,19.38,1,0,190.1351351
2015,Rajasthan,2,Dhawal Kulkarni,11,11,35,277,13,0,21.3,7.91,16.15,0,0,174.4222503
2015,Rajasthan,3,James Faulkner,13,13,45,426,8,0,53.25,9.46,33.75,0,0,158.7082452
2015,Rajasthan,4,Pravin Tambe,10,10,34,266,7,0,38,7.82,29.14,0,0,168.8772379
2015,Rajasthan,5,Tim Southee,7,7,28,247,6,0,41.16,8.82,28,0,0,147.3786848
2015,Rajasthan,6,Shane Watson,10,10,29,269,6,0,44.83,9.27,29,0,0,142.8748652
2015,Rajasthan,7,Stuart Binny,13,10,19,140,4,0,35,7.36,28.5,0,0,158.8695652
2015,Rajasthan,8,Ankit Sharma,4,4,14,114,3,0,38,8.14,28,0,0,139.8501229
2015,Rajasthan,9,Deepak Hooda,14,7,15.1,129,1,0,129,8.5,91,0,0,133.7470588
2015,Rajasthan,10,Juan Theron,1,1,4,40,1,0,40,10,24,0,0,105
2015,Rajasthan,11,Rahul Tewatia,1,1,3,31,1,0,31,10.33,18,0,0,100.8054211
2015,Rajasthan,12,Rajat Bhatia,2,2,5,46,0,0,50,9.2,-,0,0,113.6956522
2015,Rajasthan,13,Barinder Sran,1,1,3,35,0,0,50,11.66,-,0,0,88.76329331
2015,RCB,1,YuzvendraChahal,15,14,46.5,415,23,0,18.04,8.86,12.21,0,0,182.3668172
2015,RCB,2,Mitchell Starc,13,12,43,291,20,0,14.55,6.76,12.9,1,0,210.9289941
2015,RCB,3,Harshal Patel,15,14,43.5,328,17,0,19.29,7.48,15.47,0,0,194.1898396
2015,RCB,4,David Wiese,14,13,42.2,353,16,0,22.06,8.33,15.87,1,0,178.2480192
2015,RCB,5,Sreenath Aravind,5,5,18,132,8,0,16.5,7.33,13.5,1,0,162.425648
2015,RCB,6,Iqbal Abdulla,5,5,19,150,4,0,37.5,7.89,28.5,0,0,149.7427123
2015,RCB,7,Varun Aaron,6,5,17.2,177,3,0,59,10.21,34.66,0,0,118.1431929
2015,RCB,8,Abu Nechim,3,3,12,128,1,0,128,10.66,72,0,0,106.8086304
2015,RCB,9,Virat Kohli,16,2,1.5,10,0,0,50,5.45,-,0,0,184.9862385
2015,RCB,10,Chris Gayle,14,1,2,15,0,0,50,7.5,-,0,0,135.3333333
2015,RCB,11,Darren Sammy,2,2,3,25,0,0,50,8.33,-,0,0,123.0480192
2015,RCB,12,Sean Abbott,2,2,5,57,0,0,50,11.4,-,0,0,92.71929825
2015,RCB,13,Ashok Dinda,2,2,5,62,0,0,50,12.4,-,0,0,85.64516129
2015,Hyderabad,1,BhuvneshwarKumar,14,14,51.4,407,18,0,22.61,7.87,17.22,0,0,196.464803
2015,Hyderabad,2,Moises Henriques,9,9,25,158,11,0,14.36,6.32,13.63,0,0,194.2278481
2015,Hyderabad,3,Karn Sharma,14,14,39.5,332,10,0,33.2,8.33,23.9,0,0,169.5480192
2015,Hyderabad,4,Trent Boult,7,7,28,236,9,0,26.22,8.42,18.66,0,0,155.7648456
2015,Hyderabad,5,Praveen Kumar,12,12,36,329,7,0,47,9.13,30.85,0,0,152.5290252
2015,Hyderabad,6,Ravi Bopara,9,7,20,160,6,0,26.66,8,20,0,0,151
2015,Hyderabad,7,Bipul Sharma,4,3,7,50,3,0,16.66,7.14,14,0,0,150.0560224
2015,Hyderabad,8,Ashish Reddy,6,4,6,50,3,0,16.66,8.33,12,0,0,129.0480192
2015,Hyderabad,9,Dale Steyn,6,6,19,170,3,0,56.66,8.94,38,0,0,133.8568233
2015,Hyderabad,10,Parveez Rasool,2,2,5,31,1,0,31,6.2,30,0,0,167.2903226
2015,Hyderabad,11,Ishant Sharma,4,4,14,159,1,0,159,11.35,84,0,0,103.1057269
